City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
4513583,Hamilton,40,US,1597839515,87,39.18,-84.53,62.6,6.51
1804979,Juegang,0,CN,1597839628,85,32.32,121.19,81.18,9.69
513329,Ozinki,73,RU,1597839628,36,51.18,49.68,72.23,9.4
2544571,Kenitra,40,MA,1597839628,69,34.26,-6.58,78.8,6.93
212902,Kindu,21,CD,1597839628,33,-2.95,25.95,95.23,1.79
779082,Lakselv,40,NO,1597839629,63,70.05,24.97,64.4,18.34
3395981,Maceió,12,BR,1597839629,83,-9.67,-35.74,75.2,2.24
2129766,Kamiiso,40,JP,1597839629,94,41.82,140.65,75.2,10.29
1514792,Gazojak,0,TM,1597839629,12,41.19,61.4,89.31,8.25
1213500,Tebingtinggi,76,ID,1597839424,82,3.33,99.16,79.68,3.18
1650434,Bambanglipuro,0,ID,1597839630,79,-7.95,110.28,76.51,11.81
1634614,Nabire,100,ID,1597839630,84,-3.37,135.48,77.61,2.59
64435,Berbera,39,SO,1597839630,36,10.44,45.01,99.16,20.6
4946620,Palmer,46,US,1597839410,94,42.16,-72.33,63.0,1.43
3372964,Lagoa,15,PT,1597839630,64,39.05,-27.98,67.73,13.94
2396853,Omboué,98,GA,1597839631,74,-1.57,9.26,78.04,10.18
1486321,Yar-Sale,52,RU,1597839631,53,66.83,70.83,68.47,20.31
3832791,Villa Carlos Paz,66,AR,1597839631,36,-31.42,-64.5,46.0,19.46
2630299,Hofn,20,IS,1597839631,66,64.25,-15.21,51.8,12.75
3443061,Chui,0,UY,1597839631,68,-33.7,-53.46,50.27,14.34
4034551,Faanui,51,PF,1597839632,78,-16.48,-151.75,77.77,22.12
662285,Zărneşti,75,RO,1597839632,47,45.3,26.87,78.8,11.41
2444995,Filingué,55,NE,1597839632,44,14.35,3.32,93.16,10.2
2438855,Téra,62,NE,1597839632,45,14.01,0.75,91.83,10.38
3038789,Abbeville,100,FR,1597839382,78,50.1,1.83,73.99,10.38
5036493,Maple Grove,1,US,1597839433,82,45.07,-93.46,64.0,3.36
417594,Shahreza,13,IR,1597839424,10,32.03,51.88,99.09,9.1
2092164,Lorengau,19,PG,1597839633,80,-2.02,147.27,81.72,8.16
918905,Chinsali,62,ZM,1597839633,19,-10.54,32.08,89.49,8.3
1637001,Luwuk,27,ID,1597839633,79,-0.95,122.79,75.85,5.7
4167895,Pasco,47,US,1597839441,96,28.29,-82.42,75.99,3.36
2178753,Kirakira,99,SB,1597839633,85,-10.45,161.92,79.45,9.86
2284589,Mankono,99,CI,1597839633,79,8.06,-6.19,80.15,7.7
2037346,Fuxin,100,CN,1597839634,88,42.02,121.66,64.96,4.92
